"num1","num2","dec1","unit1","dec2","unit2","unit_dist","dec_dist","total_dist","ranks","dist","comp","incomp","wd","matched_group","matching_strategy","numA_is_num1","decA","decB","unitA","unitB","dA_eq_dB","dA_lt_uA","dA_lt_uB","uA_lt_dB","uA_lt_uB","dB_lt_uB"
79,86,7,9,8,6,3,1,7,"2_4_3_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",0,8,7,6,9,0,0,1,1,1,1
29,37,2,9,3,7,2,1,8,"1_4_2_3","1_2",0,1,0,"dec_dist_1","unit&total_dist",0,3,2,7,9,0,1,1,0,1,1
28,34,2,8,3,4,4,1,6,"1_4_2_3","1_4",0,1,0,"dec_dist_1","unit&total_dist",0,3,2,4,8,0,1,1,0,1,1
29,34,2,9,3,4,5,1,5,"1_4_2_3","1_5",0,1,0,"dec_dist_1","unit&total_dist",0,3,2,4,9,0,1,1,0,1,1
28,37,2,8,3,7,1,1,9,"1_4_2_3","1_1",0,1,0,"dec_dist_1","unit&total_dist",0,3,2,7,8,0,1,1,0,1,1
27,34,2,7,3,4,3,1,7,"1_4_2_3","1_3",0,1,0,"dec_dist_1","unit&total_dist",0,3,2,4,7,0,1,1,0,1,1
35,49,3,5,4,9,4,1,14,"1_3_2_4","1_4",1,0,0,"dec_dist_1","unit&total_dist",0,4,3,9,5,0,1,1,0,0,1
36,47,3,6,4,7,1,1,11,"1_3_2_4","1_1",1,0,0,"dec_dist_1","unit&total_dist",0,4,3,7,6,0,1,1,0,0,1
24,39,2,4,3,9,5,1,15,"1_3_2_4","1_5",1,0,0,"dec_dist_1","unit&total_dist",0,3,2,9,4,0,1,1,0,0,1
24,36,2,4,3,6,2,1,12,"1_3_2_4","1_2",1,0,0,"dec_dist_1","unit&total_dist",0,3,2,6,4,0,1,1,0,0,1
25,38,2,5,3,8,3,1,13,"1_3_2_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",0,3,2,8,5,0,1,1,0,0,1
87,91,8,7,9,1,6,1,4,"3_2_4_1","1_6",0,1,0,"dec_dist_1","unit&total_dist",0,9,8,1,7,0,0,0,1,1,0
73,81,7,3,8,1,2,1,8,"3_2_4_1","1_2",0,1,0,"dec_dist_1","unit&total_dist",0,8,7,1,3,0,0,0,1,1,0
85,92,8,5,9,2,3,1,7,"3_2_4_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",0,9,8,2,5,0,0,0,1,1,0
65,73,6,5,7,3,2,1,8,"3_2_4_1","1_2",0,1,0,"dec_dist_1","unit&total_dist",0,7,6,3,5,0,0,0,1,1,0
64,72,6,4,7,2,2,1,8,"3_2_4_1","1_2",0,1,0,"dec_dist_1","unit&total_dist",0,7,6,2,4,0,0,0,1,1,0
81,97,8,1,9,7,6,1,16,"3_1_4_2","1_6",1,0,0,"dec_dist_1","unit&total_dist",0,9,8,7,1,0,0,0,1,0,0
51,62,5,1,6,2,1,1,11,"3_1_4_2","1_1",1,0,0,"dec_dist_1","unit&total_dist",0,6,5,2,1,0,0,0,1,0,0
81,92,8,1,9,2,1,1,11,"3_1_4_2","1_1",1,0,0,"dec_dist_1","unit&total_dist",0,9,8,2,1,0,0,0,1,0,0
83,97,8,3,9,7,4,1,14,"3_1_4_2","1_4",1,0,0,"dec_dist_1","unit&total_dist",0,9,8,7,3,0,0,0,1,0,0
81,94,8,1,9,4,3,1,13,"3_1_4_2","1_3",1,0,0,"dec_dist_1","unit&total_dist",0,9,8,4,1,0,0,0,1,0,0
54,67,5,4,6,7,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",0,6,5,7,4,0,1,0,0,0,0
65,78,6,5,7,8,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",0,7,6,8,5,0,1,0,0,0,0
32,45,3,2,4,5,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",0,4,3,5,2,0,1,0,0,0,0
43,56,4,3,5,6,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",0,5,4,6,3,0,1,0,0,0,0
65,79,6,5,7,9,4,1,14,"2_1_3_4","1_4",1,0,0,"dec_dist_1","unit&total_dist",0,7,6,9,5,0,1,0,0,0,0
53,46,5,3,4,6,3,1,7,"2_4_3_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,5,4,3,6,0,0,1,1,1,1
31,24,3,1,2,4,3,1,7,"2_4_3_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,3,2,1,4,0,0,1,1,1,1
42,35,4,2,3,5,3,1,7,"2_4_3_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,4,3,2,5,0,0,1,1,1,1
75,68,7,5,6,8,3,1,7,"2_4_3_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,7,6,5,8,0,0,1,1,1,1
86,79,8,6,7,9,3,1,7,"2_4_3_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,8,7,6,9,0,0,1,1,1,1
37,29,3,7,2,9,2,1,8,"1_4_2_3","1_2",0,1,0,"dec_dist_1","unit&total_dist",1,3,2,7,9,0,1,1,0,1,1
34,28,3,4,2,8,4,1,6,"1_4_2_3","1_4",0,1,0,"dec_dist_1","unit&total_dist",1,3,2,4,8,0,1,1,0,1,1
34,29,3,4,2,9,5,1,5,"1_4_2_3","1_5",0,1,0,"dec_dist_1","unit&total_dist",1,3,2,4,9,0,1,1,0,1,1
37,28,3,7,2,8,1,1,9,"1_4_2_3","1_1",0,1,0,"dec_dist_1","unit&total_dist",1,3,2,7,8,0,1,1,0,1,1
34,27,3,4,2,7,3,1,7,"1_4_2_3","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,3,2,4,7,0,1,1,0,1,1
49,35,4,9,3,5,4,1,14,"1_3_2_4","1_4",1,0,0,"dec_dist_1","unit&total_dist",1,4,3,9,5,0,1,1,0,0,1
47,36,4,7,3,6,1,1,11,"1_3_2_4","1_1",1,0,0,"dec_dist_1","unit&total_dist",1,4,3,7,6,0,1,1,0,0,1
39,24,3,9,2,4,5,1,15,"1_3_2_4","1_5",1,0,0,"dec_dist_1","unit&total_dist",1,3,2,9,4,0,1,1,0,0,1
36,24,3,6,2,4,2,1,12,"1_3_2_4","1_2",1,0,0,"dec_dist_1","unit&total_dist",1,3,2,6,4,0,1,1,0,0,1
38,25,3,8,2,5,3,1,13,"1_3_2_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",1,3,2,8,5,0,1,1,0,0,1
91,87,9,1,8,7,6,1,4,"3_2_4_1","1_6",0,1,0,"dec_dist_1","unit&total_dist",1,9,8,1,7,0,0,0,1,1,0
81,73,8,1,7,3,2,1,8,"3_2_4_1","1_2",0,1,0,"dec_dist_1","unit&total_dist",1,8,7,1,3,0,0,0,1,1,0
92,85,9,2,8,5,3,1,7,"3_2_4_1","1_3",0,1,0,"dec_dist_1","unit&total_dist",1,9,8,2,5,0,0,0,1,1,0
73,65,7,3,6,5,2,1,8,"3_2_4_1","1_2",0,1,0,"dec_dist_1","unit&total_dist",1,7,6,3,5,0,0,0,1,1,0
72,64,7,2,6,4,2,1,8,"3_2_4_1","1_2",0,1,0,"dec_dist_1","unit&total_dist",1,7,6,2,4,0,0,0,1,1,0
97,81,9,7,8,1,6,1,16,"3_1_4_2","1_6",1,0,0,"dec_dist_1","unit&total_dist",1,9,8,7,1,0,0,0,1,0,0
62,51,6,2,5,1,1,1,11,"3_1_4_2","1_1",1,0,0,"dec_dist_1","unit&total_dist",1,6,5,2,1,0,0,0,1,0,0
92,81,9,2,8,1,1,1,11,"3_1_4_2","1_1",1,0,0,"dec_dist_1","unit&total_dist",1,9,8,2,1,0,0,0,1,0,0
97,83,9,7,8,3,4,1,14,"3_1_4_2","1_4",1,0,0,"dec_dist_1","unit&total_dist",1,9,8,7,3,0,0,0,1,0,0
94,81,9,4,8,1,3,1,13,"3_1_4_2","1_3",1,0,0,"dec_dist_1","unit&total_dist",1,9,8,4,1,0,0,0,1,0,0
67,54,6,7,5,4,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",1,6,5,7,4,0,1,0,0,0,0
78,65,7,8,6,5,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",1,7,6,8,5,0,1,0,0,0,0
45,32,4,5,3,2,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",1,4,3,5,2,0,1,0,0,0,0
56,43,5,6,4,3,3,1,13,"2_1_3_4","1_3",1,0,0,"dec_dist_1","unit&total_dist",1,5,4,6,3,0,1,0,0,0,0
79,65,7,9,6,5,4,1,14,"2_1_3_4","1_4",1,0,0,"dec_dist_1","unit&total_dist",1,7,6,9,5,0,1,0,0,0,0
27,28,2,7,2,8,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",0,2,2,8,7,1,1,1,0,0,1
47,48,4,7,4,8,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",0,4,4,8,7,1,1,1,0,0,1
34,39,3,4,3,9,5,0,5,"1.5_3_1.5_4","0_5",0,0,1,"within_dec","unit&total_dist",0,3,3,9,4,1,1,1,0,0,1
23,29,2,3,2,9,6,0,6,"1.5_3_1.5_4","0_6",0,0,1,"within_dec","unit&total_dist",0,2,2,9,3,1,1,1,0,0,1
57,59,5,7,5,9,2,0,2,"1.5_3_1.5_4","0_2",0,0,1,"within_dec","unit&total_dist",0,5,5,9,7,1,1,1,0,0,1
45,49,4,5,4,9,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,4,4,9,5,1,1,1,0,0,1
46,47,4,6,4,7,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",0,4,4,7,6,1,1,1,0,0,1
37,39,3,7,3,9,2,0,2,"1.5_3_1.5_4","0_2",0,0,1,"within_dec","unit&total_dist",0,3,3,9,7,1,1,1,0,0,1
23,28,2,3,2,8,5,0,5,"1.5_3_1.5_4","0_5",0,0,1,"within_dec","unit&total_dist",0,2,2,8,3,1,1,1,0,0,1
35,39,3,5,3,9,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,3,3,9,5,1,1,1,0,0,1
24,28,2,4,2,8,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,2,2,8,4,1,1,1,0,0,1
23,24,2,3,2,4,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",0,2,2,4,3,1,1,1,0,0,1
25,29,2,5,2,9,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,2,2,9,5,1,1,1,0,0,1
24,29,2,4,2,9,5,0,5,"1.5_3_1.5_4","0_5",0,0,1,"within_dec","unit&total_dist",0,2,2,9,4,1,1,1,0,0,1
91,97,9,1,9,7,6,0,6,"3.5_1_3.5_2","0_6",0,0,1,"within_dec","unit&total_dist",0,9,9,7,1,1,0,0,1,0,0
83,84,8,3,8,4,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",0,8,8,4,3,1,0,0,1,0,0
81,85,8,1,8,5,4,0,4,"3.5_1_3.5_2","0_4",0,0,1,"within_dec","unit&total_dist",0,8,8,5,1,1,0,0,1,0,0
61,64,6,1,6,4,3,0,3,"3.5_1_3.5_2","0_3",0,0,1,"within_dec","unit&total_dist",0,6,6,4,1,1,0,0,1,0,0
72,76,7,2,7,6,4,0,4,"3.5_1_3.5_2","0_4",0,0,1,"within_dec","unit&total_dist",0,7,7,6,2,1,0,0,1,0,0
51,52,5,1,5,2,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",0,5,5,2,1,1,0,0,1,0,0
92,93,9,2,9,3,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",0,9,9,3,2,1,0,0,1,0,0
62,65,6,2,6,5,3,0,3,"3.5_1_3.5_2","0_3",0,0,1,"within_dec","unit&total_dist",0,6,6,5,2,1,0,0,1,0,0
91,96,9,1,9,6,5,0,5,"3.5_1_3.5_2","0_5",0,0,1,"within_dec","unit&total_dist",0,9,9,6,1,1,0,0,1,0,0
81,86,8,1,8,6,5,0,5,"3.5_1_3.5_2","0_5",0,0,1,"within_dec","unit&total_dist",0,8,8,6,1,1,0,0,1,0,0
41,43,4,1,4,3,2,0,2,"3.5_1_3.5_2","0_2",0,0,1,"within_dec","unit&total_dist",0,4,4,3,1,1,0,0,1,0,0
82,83,8,2,8,3,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",0,8,8,3,2,1,0,0,1,0,0
92,94,9,2,9,4,2,0,2,"3.5_1_3.5_2","0_2",0,0,1,"within_dec","unit&total_dist",0,9,9,4,2,1,0,0,1,0,0
91,98,9,1,9,8,7,0,7,"3.5_1_3.5_2","0_7",0,0,1,"within_dec","unit&total_dist",0,9,9,8,1,1,0,0,1,0,0
75,79,7,5,7,9,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,7,7,9,5,1,1,0,0,0,0
32,35,3,2,3,5,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",0,3,3,5,2,1,1,0,0,0,0
76,78,7,6,7,8,2,0,2,"2.5_1_2.5_4","0_2",0,0,1,"within_dec","unit&total_dist",0,7,7,8,6,1,1,0,0,0,0
41,46,4,1,4,6,5,0,5,"2.5_1_2.5_4","0_5",0,0,1,"within_dec","unit&total_dist",0,4,4,6,1,1,1,0,0,0,0
31,34,3,1,3,4,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",0,3,3,4,1,1,1,0,0,0,0
85,89,8,5,8,9,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,8,8,9,5,1,1,0,0,0,0
32,34,3,2,3,4,2,0,2,"2.5_1_2.5_4","0_2",0,0,1,"within_dec","unit&total_dist",0,3,3,4,2,1,1,0,0,0,0
65,69,6,5,6,9,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,6,6,9,5,1,1,0,0,0,0
31,35,3,1,3,5,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,3,3,5,1,1,1,0,0,0,0
43,45,4,3,4,5,2,0,2,"2.5_1_2.5_4","0_2",0,0,1,"within_dec","unit&total_dist",0,4,4,5,3,1,1,0,0,0,0
64,67,6,4,6,7,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",0,6,6,7,4,1,1,0,0,0,0
65,68,6,5,6,8,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",0,6,6,8,5,1,1,0,0,0,0
43,47,4,3,4,7,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",0,4,4,7,3,1,1,0,0,0,0
42,45,4,2,4,5,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",0,4,4,5,2,1,1,0,0,0,0
28,27,2,8,2,7,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",1,2,2,8,7,1,1,1,0,0,1
48,47,4,8,4,7,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",1,4,4,8,7,1,1,1,0,0,1
39,34,3,9,3,4,5,0,5,"1.5_3_1.5_4","0_5",0,0,1,"within_dec","unit&total_dist",1,3,3,9,4,1,1,1,0,0,1
29,23,2,9,2,3,6,0,6,"1.5_3_1.5_4","0_6",0,0,1,"within_dec","unit&total_dist",1,2,2,9,3,1,1,1,0,0,1
59,57,5,9,5,7,2,0,2,"1.5_3_1.5_4","0_2",0,0,1,"within_dec","unit&total_dist",1,5,5,9,7,1,1,1,0,0,1
49,45,4,9,4,5,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,4,4,9,5,1,1,1,0,0,1
47,46,4,7,4,6,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",1,4,4,7,6,1,1,1,0,0,1
39,37,3,9,3,7,2,0,2,"1.5_3_1.5_4","0_2",0,0,1,"within_dec","unit&total_dist",1,3,3,9,7,1,1,1,0,0,1
28,23,2,8,2,3,5,0,5,"1.5_3_1.5_4","0_5",0,0,1,"within_dec","unit&total_dist",1,2,2,8,3,1,1,1,0,0,1
39,35,3,9,3,5,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,3,3,9,5,1,1,1,0,0,1
28,24,2,8,2,4,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,2,2,8,4,1,1,1,0,0,1
24,23,2,4,2,3,1,0,1,"1.5_3_1.5_4","0_1",0,0,1,"within_dec","unit&total_dist",1,2,2,4,3,1,1,1,0,0,1
29,25,2,9,2,5,4,0,4,"1.5_3_1.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,2,2,9,5,1,1,1,0,0,1
29,24,2,9,2,4,5,0,5,"1.5_3_1.5_4","0_5",0,0,1,"within_dec","unit&total_dist",1,2,2,9,4,1,1,1,0,0,1
97,91,9,7,9,1,6,0,6,"3.5_1_3.5_2","0_6",0,0,1,"within_dec","unit&total_dist",1,9,9,7,1,1,0,0,1,0,0
84,83,8,4,8,3,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",1,8,8,4,3,1,0,0,1,0,0
85,81,8,5,8,1,4,0,4,"3.5_1_3.5_2","0_4",0,0,1,"within_dec","unit&total_dist",1,8,8,5,1,1,0,0,1,0,0
64,61,6,4,6,1,3,0,3,"3.5_1_3.5_2","0_3",0,0,1,"within_dec","unit&total_dist",1,6,6,4,1,1,0,0,1,0,0
76,72,7,6,7,2,4,0,4,"3.5_1_3.5_2","0_4",0,0,1,"within_dec","unit&total_dist",1,7,7,6,2,1,0,0,1,0,0
52,51,5,2,5,1,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",1,5,5,2,1,1,0,0,1,0,0
93,92,9,3,9,2,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",1,9,9,3,2,1,0,0,1,0,0
65,62,6,5,6,2,3,0,3,"3.5_1_3.5_2","0_3",0,0,1,"within_dec","unit&total_dist",1,6,6,5,2,1,0,0,1,0,0
96,91,9,6,9,1,5,0,5,"3.5_1_3.5_2","0_5",0,0,1,"within_dec","unit&total_dist",1,9,9,6,1,1,0,0,1,0,0
86,81,8,6,8,1,5,0,5,"3.5_1_3.5_2","0_5",0,0,1,"within_dec","unit&total_dist",1,8,8,6,1,1,0,0,1,0,0
43,41,4,3,4,1,2,0,2,"3.5_1_3.5_2","0_2",0,0,1,"within_dec","unit&total_dist",1,4,4,3,1,1,0,0,1,0,0
83,82,8,3,8,2,1,0,1,"3.5_1_3.5_2","0_1",0,0,1,"within_dec","unit&total_dist",1,8,8,3,2,1,0,0,1,0,0
94,92,9,4,9,2,2,0,2,"3.5_1_3.5_2","0_2",0,0,1,"within_dec","unit&total_dist",1,9,9,4,2,1,0,0,1,0,0
98,91,9,8,9,1,7,0,7,"3.5_1_3.5_2","0_7",0,0,1,"within_dec","unit&total_dist",1,9,9,8,1,1,0,0,1,0,0
79,75,7,9,7,5,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,7,7,9,5,1,1,0,0,0,0
35,32,3,5,3,2,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",1,3,3,5,2,1,1,0,0,0,0
78,76,7,8,7,6,2,0,2,"2.5_1_2.5_4","0_2",0,0,1,"within_dec","unit&total_dist",1,7,7,8,6,1,1,0,0,0,0
46,41,4,6,4,1,5,0,5,"2.5_1_2.5_4","0_5",0,0,1,"within_dec","unit&total_dist",1,4,4,6,1,1,1,0,0,0,0
34,31,3,4,3,1,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",1,3,3,4,1,1,1,0,0,0,0
89,85,8,9,8,5,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,8,8,9,5,1,1,0,0,0,0
34,32,3,4,3,2,2,0,2,"2.5_1_2.5_4","0_2",0,0,1,"within_dec","unit&total_dist",1,3,3,4,2,1,1,0,0,0,0
69,65,6,9,6,5,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,6,6,9,5,1,1,0,0,0,0
35,31,3,5,3,1,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,3,3,5,1,1,1,0,0,0,0
45,43,4,5,4,3,2,0,2,"2.5_1_2.5_4","0_2",0,0,1,"within_dec","unit&total_dist",1,4,4,5,3,1,1,0,0,0,0
67,64,6,7,6,4,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",1,6,6,7,4,1,1,0,0,0,0
68,65,6,8,6,5,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",1,6,6,8,5,1,1,0,0,0,0
47,43,4,7,4,3,4,0,4,"2.5_1_2.5_4","0_4",0,0,1,"within_dec","unit&total_dist",1,4,4,7,3,1,1,0,0,0,0
45,42,4,5,4,2,3,0,3,"2.5_1_2.5_4","0_3",0,0,1,"within_dec","unit&total_dist",1,4,4,5,2,1,1,0,0,0,0
